,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
402 ,Eddy Lecygne ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
403 ,Joe Ledley ,Midfielder,19 ,,,16 ,1 ,,3 ,33 ,26 ,6 ,,55 ,34 ,42 ,2 ,12 ,13 ,,0 ,0 ,399 ,21 ,0 ,5 ,0 ,0 ,14 ,1 ,0 ,12 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,7 ,2 ,0 ,0 ,,,,,,,,
404 ,Jordan Lee ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
405 ,Lee Chung-Yong ,Midfielder,13 ,,,15 ,1 ,,1 ,6 ,3 ,0 ,,24 ,34 ,32 ,8 ,5 ,8 ,,0 ,0 ,177 ,14 ,1 ,18 ,0 ,0 ,9 ,0 ,0 ,4 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,2 ,0 ,0 ,,,,,,,,
406 ,Florian Lejeune ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
407 ,Jonathan Leko ,Midfielder,5 ,,,9 ,1 ,,0 ,4 ,3 ,0 ,,22 ,24 ,34 ,11 ,0 ,2 ,,0 ,1 ,49 ,10 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
408 ,Aaron Lennon ,Midfielder,25 ,,,35 ,1 ,,3 ,8 ,15 ,2 ,,55 ,83 ,63 ,26 ,1 ,4 ,,0 ,0 ,477 ,19 ,1 ,34 ,0 ,0 ,13 ,1 ,0 ,13 ,1 ,5 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,18 ,11 ,1 ,1 ,,,,,,,,
409 ,Jeremain Lens ,Midfielder,20 ,,,36 ,1 ,,7 ,3 ,10 ,2 ,,82 ,109 ,144 ,26 ,21 ,19 ,,0 ,3 ,385 ,19 ,4 ,80 ,0 ,6 ,14 ,3 ,1 ,27 ,4 ,3 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,26 ,7 ,0 ,0 ,,,,,,,,
410 ,Joleon Lescott ,Defender,32 ,5 ,61 ,35 ,1 ,0 ,3 ,85 ,186 ,101 ,1 ,170 ,122 ,77 ,7 ,71 ,34 ,0 ,1 ,0 ,1061 ,33 ,0 ,4 ,0 ,0 ,93 ,2 ,0 ,16 ,0 ,1 ,0 ,0 ,1 ,1 ,,,,,,,,,,,,,,,
411 ,Anders Lindegaard ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
412 ,Jesse Lingard ,Midfielder,25 ,,,38 ,1 ,,8 ,15 ,11 ,0 ,,92 ,82 ,124 ,21 ,2 ,20 ,,0 ,1 ,712 ,28 ,2 ,22 ,0 ,4 ,10 ,4 ,0 ,24 ,5 ,4 ,1 ,3 ,0 ,1 ,0 ,0 ,0 ,31 ,13 ,0 ,3 ,,,,,,,,
413 ,Hugo Lloris ,Goalkeeper,37 ,13 ,34 ,,,,,,,,,,,,,,,0 ,3 ,0 ,1047 ,28 ,,,,,253 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,88 ,0 ,27 ,35 ,16 ,40 ,162 ,247 
414 ,Ruben Loftus-Cheek ,Midfielder,13 ,,,11 ,1 ,,5 ,5 ,4 ,2 ,,24 ,41 ,39 ,10 ,7 ,8 ,,0 ,0 ,243 ,19 ,0 ,1 ,0 ,1 ,8 ,0 ,0 ,4 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,3 ,0 ,0 ,,,,,,,,
415 ,Shane Long ,Forward,28 ,,,15 ,,,9 ,20 ,21 ,11 ,,,,,,,,,,4 ,595 ,21 ,3 ,51 ,,,,2 ,0 ,43 ,25 ,10 ,5 ,4 ,1 ,3 ,0 ,0 ,0 ,63 ,22 ,0 ,12 ,,,,,,,,
416 ,Donald Love ,Defender,1 ,0 ,1 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,6 ,6 ,3 ,2 ,0 ,1 ,0 ,0 ,0 ,26 ,26 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
417 ,Dejan Lovren ,Defender,24 ,8 ,24 ,34 ,1 ,0 ,7 ,37 ,153 ,67 ,0 ,97 ,124 ,60 ,1 ,80 ,21 ,0 ,1 ,0 ,1052 ,44 ,1 ,4 ,0 ,0 ,80 ,2 ,0 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
418 ,Lucas Leiva ,Midfielder,27 ,,,108 ,1 ,,3 ,52 ,26 ,15 ,,167 ,200 ,147 ,14 ,62 ,43 ,,0 ,1 ,1485 ,55 ,3 ,8 ,0 ,5 ,84 ,8 ,0 ,49 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,3 ,0 ,1 ,,,,,,,,
419 ,Luis Alberto ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
420 ,Romelu Lukaku ,Forward,37 ,,,13 ,,,32 ,0 ,5 ,4 ,,,,,,,,,,6 ,1098 ,30 ,8 ,31 ,,,,3 ,0 ,30 ,16 ,18 ,4 ,4 ,10 ,7 ,0 ,1 ,0 ,118 ,48 ,0 ,18 ,,,,,,,,
421 ,Jordan Lyden ,Midfielder,4 ,,,2 ,1 ,,0 ,4 ,6 ,2 ,,9 ,4 ,8 ,0 ,0 ,2 ,,0 ,0 ,67 ,17 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,,,,,,,,
422 ,Yann M'Vila ,Midfielder,37 ,,,99 ,1 ,,10 ,86 ,110 ,31 ,,287 ,200 ,125 ,15 ,45 ,28 ,,0 ,4 ,1679 ,45 ,5 ,83 ,0 ,9 ,104 ,1 ,0 ,18 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,29 ,5 ,0 ,0 ,,,,,,,,
423 ,Matt Macey ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
424 ,Jonny Maddison ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
425 ,Pablo Maffeo ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
426 ,Joseph Maguire ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
427 ,Riyad Mahrez ,Forward,37 ,,,53 ,,,25 ,38 ,14 ,6 ,,,,,,,,,,11 ,1034 ,28 ,20 ,114 ,,,,1 ,0 ,19 ,4 ,17 ,1 ,2 ,13 ,2 ,0 ,4 ,0 ,86 ,39 ,0 ,5 ,,,,,,,,
428 ,Modibo Maiga ,Forward,3 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,10 ,3 ,0 ,2 ,,,,0 ,0 ,1 ,3 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,1 ,0 ,,,,,,,,
429 ,Ainsley Maitland-Niles ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
430 ,Mikael Mandron ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
431 ,Sadio Mané ,Forward,37 ,,,54 ,,,21 ,35 ,14 ,6 ,,,,,,,,,,6 ,964 ,26 ,9 ,68 ,,,,4 ,2 ,44 ,27 ,11 ,1 ,6 ,4 ,1 ,0 ,0 ,0 ,86 ,34 ,0 ,12 ,,,,,,,,
432 ,Eliaquim Mangala ,Defender,23 ,9 ,23 ,32 ,1 ,2 ,0 ,66 ,120 ,49 ,0 ,122 ,84 ,76 ,5 ,41 ,21 ,1 ,1 ,0 ,1003 ,44 ,0 ,2 ,0 ,0 ,41 ,8 ,0 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
433 ,Vito Mannone ,Goalkeeper,19 ,4 ,23 ,,,,,,,,,,,,,,,0 ,1 ,0 ,559 ,29 ,,,,,148 ,2 ,0 ,0 ,,0 ,,,,,,,,,,,,74 ,0 ,12 ,31 ,9 ,18 ,62 ,168 
434 ,Manu García ,Midfielder,1 ,,,0 ,0 ,,0 ,1 ,0 ,0 ,,0 ,0 ,2 ,0 ,0 ,0 ,,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
435 ,Adrian Mariappa ,Defender,3 ,0 ,7 ,4 ,1 ,0 ,0 ,10 ,12 ,4 ,0 ,20 ,15 ,12 ,3 ,6 ,5 ,0 ,0 ,0 ,117 ,39 ,0 ,2 ,1 ,0 ,7 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
436 ,Marko Marin ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
437 ,Lazar Markovic ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
438 ,Anthony Martial ,Forward,31 ,,,21 ,,,13 ,9 ,18 ,8 ,,,,,,,,,,4 ,923 ,30 ,8 ,49 ,,,,2 ,0 ,40 ,17 ,11 ,1 ,6 ,4 ,1 ,0 ,0 ,0 ,57 ,25 ,0 ,3 ,,,,,,,,
439 ,Russell Martin ,Defender,30 ,4 ,53 ,41 ,1 ,0 ,2 ,37 ,201 ,106 ,1 ,124 ,93 ,92 ,1 ,46 ,32 ,0 ,1 ,0 ,1118 ,37 ,2 ,18 ,0 ,0 ,121 ,4 ,1 ,32 ,0 ,3 ,0 ,2 ,1 ,0 ,,,,,,,,,,,,,,,
440 ,Emiliano Martínez ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
441 ,Sylvain Marveaux ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
442 ,Niall Mason ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
443 ,Massadio Haidara ,Defender,7 ,1 ,9 ,12 ,1 ,0 ,1 ,19 ,18 ,4 ,0 ,32 ,34 ,28 ,5 ,7 ,4 ,0 ,0 ,0 ,230 ,33 ,0 ,21 ,0 ,0 ,10 ,1 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
444 ,Conor Masterson ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
445 ,Juan Mata ,Midfielder,38 ,,,30 ,1 ,,18 ,23 ,19 ,2 ,,185 ,93 ,150 ,30 ,4 ,14 ,,0 ,5 ,1803 ,47 ,7 ,98 ,0 ,7 ,98 ,4 ,1 ,22 ,9 ,6 ,0 ,1 ,5 ,1 ,0 ,1 ,1 ,57 ,22 ,0 ,1 ,,,,,,,,
446 ,Nemanja Matic ,Midfielder,33 ,,,84 ,1 ,,14 ,67 ,47 ,26 ,,228 ,176 ,164 ,38 ,38 ,44 ,,0 ,2 ,1607 ,49 ,2 ,20 ,0 ,2 ,74 ,4 ,1 ,38 ,2 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,34 ,8 ,0 ,3 ,,,,,,,,
447 ,Adam Matthews ,Defender,1 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,13 ,13 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
448 ,Nathan Mavila ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
449 ,Charalampos Mavrias ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
450 ,Kevin Mbabu ,Defender,3 ,0 ,5 ,11 ,1 ,0 ,0 ,3 ,2 ,1 ,0 ,9 ,17 ,11 ,1 ,3 ,2 ,0 ,0 ,0 ,41 ,14 ,0 ,2 ,0 ,0 ,4 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
451 ,Chancel Mbemba ,Defender,33 ,7 ,53 ,77 ,1 ,3 ,3 ,96 ,231 ,99 ,0 ,151 ,157 ,112 ,20 ,48 ,54 ,0 ,2 ,0 ,1147 ,35 ,0 ,10 ,0 ,0 ,110 ,5 ,0 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
452 ,Dieudonne Mbokani Bezua ,Forward,29 ,,,11 ,,,5 ,3 ,22 ,11 ,,,,,,,,,,1 ,484 ,17 ,1 ,8 ,,,,0 ,0 ,17 ,29 ,7 ,1 ,5 ,1 ,1 ,0 ,0 ,0 ,37 ,20 ,1 ,6 ,,,,,,,,
453 ,Conor McAleny ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
454 ,James McArthur ,Midfielder,28 ,,,55 ,1 ,,5 ,66 ,20 ,9 ,,167 ,117 ,166 ,10 ,32 ,42 ,,0 ,2 ,1058 ,38 ,1 ,8 ,0 ,1 ,66 ,5 ,0 ,41 ,1 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,16 ,4 ,0 ,1 ,,,,,,,,
455 ,Gareth McAuley ,Defender,34 ,10 ,41 ,45 ,1 ,2 ,1 ,95 ,172 ,84 ,2 ,135 ,161 ,97 ,9 ,93 ,46 ,1 ,0 ,0 ,849 ,25 ,1 ,4 ,0 ,1 ,99 ,4 ,1 ,32 ,2 ,1 ,1 ,0 ,0 ,1 ,,,,,,,,,,,,,,,
456 ,Alex McCarthy ,Goalkeeper,7 ,0 ,9 ,,,,,,,,,,,,,,,0 ,2 ,0 ,204 ,29 ,,,,,63 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,32 ,0 ,1 ,8 ,3 ,2 ,10 ,71 
457 ,James McClean ,Midfielder,35 ,,,70 ,1 ,,8 ,32 ,53 ,23 ,,122 ,203 ,217 ,38 ,58 ,60 ,,0 ,2 ,598 ,17 ,3 ,208 ,0 ,2 ,23 ,7 ,1 ,36 ,6 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,31 ,9 ,0 ,0 ,,,,,,,,
458 ,Aiden McGeady ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
459 ,Luke McGee ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
460 ,Conor McGrandles ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
461 ,Callum McManaman ,Midfielder,12 ,,,6 ,1 ,,2 ,2 ,0 ,0 ,,11 ,31 ,17 ,14 ,3 ,1 ,,0 ,1 ,77 ,6 ,0 ,15 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,0 ,0 ,,,,,,,,
462 ,Patrick McNair ,Midfielder,8 ,,,9 ,1 ,,0 ,5 ,13 ,5 ,,27 ,19 ,36 ,0 ,8 ,12 ,,0 ,0 ,194 ,24 ,0 ,6 ,0 ,0 ,14 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,,,,,,,,
463 ,Sam McQueen ,Defender,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
464 ,Per Mertesacker ,Defender,24 ,9 ,23 ,27 ,1 ,1 ,1 ,36 ,108 ,56 ,0 ,139 ,88 ,32 ,3 ,54 ,16 ,0 ,0 ,0 ,1246 ,52 ,1 ,0 ,0 ,0 ,46 ,1 ,1 ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
465 ,Matt Miazga ,Defender,2 ,1 ,1 ,3 ,1 ,0 ,0 ,2 ,9 ,4 ,0 ,5 ,11 ,10 ,0 ,7 ,8 ,0 ,1 ,0 ,90 ,45 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
466 ,Simon Mignolet ,Goalkeeper,34 ,11 ,42 ,,,,,,,,,,,,,,,0 ,4 ,0 ,803 ,24 ,,,,,192 ,2 ,0 ,0 ,,0 ,,,,,,,,,,,,70 ,1 ,17 ,32 ,15 ,32 ,134 ,228 
467 ,James Milner ,Midfielder,28 ,,,68 ,1 ,,15 ,37 ,23 ,8 ,,163 ,148 ,215 ,19 ,32 ,42 ,,0 ,11 ,1377 ,49 ,6 ,185 ,0 ,12 ,71 ,9 ,1 ,47 ,2 ,5 ,0 ,3 ,2 ,0 ,0 ,1 ,1 ,39 ,11 ,0 ,1 ,,,,,,,,
468 ,Tyrone Mings ,Defender,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
469 ,Kevin Mirallas ,Midfielder,23 ,,,14 ,,,16 ,9 ,6 ,1 ,,,,,,,,,,2 ,329 ,14 ,3 ,45 ,,,,0 ,2 ,14 ,7 ,4 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,41 ,16 ,0 ,3 ,,,,,,,,
470 ,Aleksandar Mitrovic ,Forward,34 ,,,24 ,,,18 ,7 ,32 ,25 ,,,,,,,,,,4 ,721 ,21 ,1 ,7 ,,,,4 ,2 ,50 ,16 ,9 ,4 ,4 ,1 ,2 ,0 ,2 ,0 ,79 ,30 ,0 ,8 ,,,,,,,,
471 ,Moha ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
472 ,Mohamed Elneny ,Midfielder,11 ,,,10 ,1 ,,8 ,16 ,16 ,6 ,,61 ,30 ,35 ,4 ,5 ,9 ,,0 ,1 ,738 ,67 ,1 ,11 ,0 ,0 ,19 ,3 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,2 ,0 ,2 ,,,,,,,,
473 ,Mohamed Salah ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
474 ,Jefferson Montero ,Midfielder,23 ,,,21 ,1 ,,8 ,9 ,2 ,0 ,,70 ,111 ,121 ,41 ,11 ,13 ,,0 ,2 ,365 ,16 ,4 ,111 ,0 ,0 ,4 ,0 ,0 ,11 ,4 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,20 ,6 ,0 ,2 ,,,,,,,,
475 ,Liam Moore ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
476 ,Wes Morgan ,Defender,38 ,15 ,36 ,51 ,1 ,0 ,6 ,95 ,216 ,110 ,1 ,135 ,167 ,101 ,10 ,93 ,64 ,0 ,1 ,0 ,818 ,22 ,0 ,0 ,0 ,2 ,46 ,3 ,0 ,27 ,0 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
477 ,Carlton Morris ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
478 ,James Morrison ,Midfielder,18 ,,,26 ,1 ,,6 ,43 ,11 ,5 ,,106 ,66 ,69 ,22 ,6 ,12 ,,0 ,3 ,593 ,33 ,1 ,15 ,0 ,3 ,34 ,3 ,0 ,7 ,0 ,3 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,24 ,12 ,1 ,1 ,,,,,,,,
479 ,Victor Moses ,Midfielder,21 ,,,13 ,1 ,,6 ,10 ,3 ,2 ,,54 ,71 ,83 ,31 ,7 ,14 ,,0 ,2 ,280 ,13 ,2 ,35 ,0 ,1 ,6 ,0 ,0 ,17 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,22 ,4 ,0 ,3 ,,,,,,,,
480 ,Youssouf Mulumbu ,Midfielder,7 ,,,21 ,1 ,,1 ,6 ,4 ,1 ,,27 ,33 ,25 ,5 ,4 ,5 ,,0 ,0 ,157 ,22 ,0 ,2 ,0 ,0 ,8 ,1 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,,,,,,,,
481 ,Marc Muniesa ,Defender,15 ,0 ,24 ,28 ,1 ,2 ,0 ,35 ,44 ,21 ,0 ,65 ,53 ,46 ,6 ,11 ,15 ,0 ,0 ,0 ,530 ,35 ,0 ,11 ,0 ,1 ,31 ,2 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
