,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
78 ,Nathan Baxter ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
79 ,Gavin Bazunu ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
80 ,Jack Bearne ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
81 ,Jan Bednarek ,Defender,34 ,7 ,57 ,65 ,1 ,1 ,1 ,77 ,193 ,90 ,0 ,161 ,204 ,109 ,2 ,127 ,47 ,1 ,3 ,1 ,1537 ,45 ,1 ,1 ,0 ,0 ,85 ,4 ,0 ,33 ,0 ,1 ,0 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
82 ,Asmir Begovic ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
83 ,Héctor Bellerín ,Defender,15 ,3 ,18 ,20 ,1 ,0 ,2 ,19 ,24 ,9 ,0 ,54 ,54 ,74 ,18 ,13 ,16 ,0 ,0 ,0 ,570 ,38 ,1 ,27 ,0 ,0 ,14 ,2 ,0 ,15 ,1 ,1 ,0 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
84 ,Yohan Benalouane ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
85 ,Filip Benkovic ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
86 ,Ryan Bennett ,Defender,16 ,2 ,17 ,9 ,1 ,0 ,0 ,16 ,36 ,17 ,0 ,54 ,38 ,38 ,0 ,28 ,24 ,0 ,0 ,0 ,433 ,27 ,0 ,6 ,0 ,0 ,23 ,2 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
87 ,Jayden Bennetts ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
88 ,Josh Benson ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
89 ,Nabil Bentaleb ,Midfielder,12 ,,,23 ,1 ,,2 ,19 ,9 ,5 ,,46 ,50 ,54 ,8 ,14 ,13 ,,1 ,0 ,406 ,34 ,0 ,2 ,0 ,0 ,25 ,2 ,0 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,,,,,,,,
90 ,Christian Benteke ,Forward,24 ,,,9 ,,,7 ,4 ,28 ,20 ,,,,,,,,,,1 ,337 ,14 ,4 ,5 ,,,,4 ,1 ,25 ,12 ,2 ,0 ,2 ,0 ,3 ,0 ,0 ,0 ,41 ,19 ,0 ,3 ,,,,,,,,
91 ,Sander Berge ,Midfielder,14 ,,,22 ,1 ,,1 ,10 ,13 ,8 ,,56 ,77 ,50 ,15 ,35 ,16 ,,0 ,1 ,368 ,26 ,1 ,22 ,0 ,0 ,13 ,0 ,0 ,18 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,2 ,0 ,1 ,,,,,,,,
92 ,Steven Bergwijn ,Forward,14 ,,,10 ,,,3 ,1 ,5 ,1 ,,,,,,,,,,1 ,244 ,17 ,1 ,10 ,,,,2 ,0 ,7 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,4 ,0 ,0 ,,,,,,,,
93 ,Adrián Bernabé ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
94 ,Bernard ,Forward,27 ,,,32 ,,,5 ,16 ,7 ,2 ,,,,,,,,,,2 ,540 ,20 ,3 ,36 ,,,,2 ,0 ,19 ,0 ,3 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,12 ,5 ,0 ,1 ,,,,,,,,
95 ,Bernardo ,Defender,14 ,0 ,17 ,27 ,1 ,0 ,3 ,6 ,20 ,12 ,0 ,49 ,69 ,30 ,8 ,31 ,8 ,0 ,0 ,0 ,330 ,24 ,3 ,17 ,0 ,0 ,12 ,1 ,0 ,3 ,4 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
96 ,Bernardo Rosa ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
97 ,Bernardo Silva ,Midfielder,34 ,,,36 ,1 ,,23 ,24 ,12 ,6 ,,129 ,110 ,112 ,40 ,14 ,24 ,,0 ,7 ,1374 ,40 ,8 ,72 ,0 ,1 ,39 ,5 ,0 ,23 ,2 ,6 ,1 ,0 ,5 ,2 ,0 ,0 ,0 ,52 ,15 ,0 ,6 ,,,,,,,,
98 ,Ryan Bertrand ,Defender,32 ,7 ,44 ,47 ,1 ,0 ,4 ,37 ,28 ,11 ,0 ,118 ,149 ,147 ,11 ,59 ,58 ,0 ,0 ,1 ,1229 ,38 ,4 ,122 ,0 ,2 ,43 ,3 ,1 ,27 ,1 ,1 ,0 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
99 ,Muhamed Besic ,Midfielder,9 ,,,8 ,1 ,,0 ,1 ,6 ,4 ,,17 ,22 ,14 ,7 ,5 ,3 ,,0 ,0 ,106 ,12 ,0 ,1 ,0 ,0 ,6 ,2 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,,,,,,,,
100 ,Philip Billing ,Midfielder,34 ,,,72 ,1 ,,6 ,66 ,94 ,55 ,,162 ,228 ,202 ,22 ,111 ,78 ,,1 ,1 ,1154 ,34 ,2 ,14 ,0 ,1 ,43 ,8 ,0 ,38 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,33 ,8 ,0 ,2 ,,,,,,,,
101 ,Billy Arce ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
102 ,Nathan Bishop ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
103 ,Yves Bissouma ,Midfielder,22 ,,,49 ,1 ,,2 ,21 ,21 ,9 ,,105 ,112 ,108 ,32 ,17 ,16 ,,0 ,0 ,619 ,28 ,0 ,6 ,0 ,3 ,35 ,4 ,0 ,31 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,16 ,7 ,0 ,0 ,,,,,,,,
104 ,Birkir Bjarnason ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
105 ,Bobby Duncan ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
106 ,Joshua Bohui ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
107 ,Tolaji Bola ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
108 ,Yannick Bolasie ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
109 ,Luke Bolton ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
110 ,Willy Boly ,Defender,22 ,12 ,15 ,57 ,1 ,0 ,2 ,39 ,103 ,62 ,0 ,117 ,160 ,75 ,9 ,87 ,29 ,0 ,0 ,1 ,984 ,45 ,2 ,2 ,0 ,0 ,39 ,1 ,1 ,24 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
111 ,Gaëtan Bong ,Defender,4 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,5 ,1 ,0 ,3 ,0 ,0 ,0 ,27 ,7 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
112 ,Borja Bastón ,Forward,2 ,,,1 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,6 ,3 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
113 ,Artur Boruc ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
114 ,Sofiane Boufal ,Midfielder,20 ,,,16 ,1 ,,6 ,4 ,0 ,0 ,,45 ,96 ,116 ,53 ,7 ,11 ,,0 ,2 ,288 ,14 ,4 ,27 ,0 ,1 ,6 ,2 ,0 ,25 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,7 ,0 ,1 ,,,,,,,,
115 ,Jamie Bowden ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
116 ,Jarrod Bowen ,Forward,13 ,,,19 ,,,10 ,16 ,4 ,1 ,,,,,,,,,,4 ,213 ,16 ,4 ,60 ,,,,0 ,0 ,4 ,1 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,24 ,7 ,0 ,2 ,,,,,,,,
117 ,Morgan Boyes ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
118 ,Brad Smith ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
119 ,Robbie Brady ,Midfielder,17 ,,,11 ,1 ,,5 ,5 ,7 ,4 ,,36 ,33 ,38 ,6 ,12 ,9 ,,0 ,2 ,151 ,9 ,1 ,14 ,0 ,2 ,4 ,1 ,0 ,8 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,12 ,1 ,0 ,0 ,,,,,,,,
120 ,Jarrad Branthwaite ,Defender,4 ,1 ,6 ,8 ,1 ,0 ,0 ,2 ,11 ,7 ,0 ,18 ,20 ,21 ,1 ,9 ,15 ,0 ,0 ,0 ,223 ,56 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
121 ,Claudio Bravo ,Goalkeeper,4 ,1 ,7 ,,,,,,,,,,,,,,,0 ,0 ,0 ,119 ,30 ,,,,,22 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,8 ,0 ,2 ,0 ,1 ,0 ,17 ,28 
122 ,James Bree ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
123 ,Rhian Brewster ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
124 ,Miguel Britos ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
125 ,Armando Broja ,Forward,1 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,1 ,1 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
126 ,David Brooks ,Midfielder,9 ,,,5 ,1 ,,3 ,2 ,1 ,1 ,,13 ,23 ,42 ,12 ,0 ,7 ,,0 ,0 ,153 ,17 ,0 ,24 ,0 ,0 ,4 ,1 ,0 ,4 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,6 ,2 ,0 ,0 ,,,,,,,,
127 ,Isaiah Brown ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
128 ,Josh Brownhill ,Midfielder,10 ,,,14 ,1 ,,2 ,14 ,17 ,8 ,,43 ,48 ,36 ,7 ,20 ,18 ,,0 ,0 ,331 ,33 ,0 ,2 ,0 ,0 ,10 ,2 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,,,,,,,,
129 ,Bruno ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
130 ,Bruno Fernandes ,Midfielder,14 ,,,22 ,1 ,,7 ,11 ,14 ,9 ,,67 ,54 ,72 ,15 ,3 ,11 ,,0 ,7 ,777 ,56 ,3 ,75 ,0 ,8 ,46 ,2 ,0 ,9 ,2 ,8 ,0 ,8 ,0 ,3 ,1 ,4 ,1 ,44 ,18 ,0 ,4 ,,,,,,,,
131 ,Bruno Jordão ,Midfielder,1 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,2 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
132 ,Kean Bryan ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
133 ,Emiliano Buendía ,Midfielder,36 ,,,82 ,0 ,,13 ,23 ,24 ,10 ,,187 ,267 ,286 ,102 ,29 ,51 ,,2 ,7 ,1407 ,39 ,9 ,164 ,0 ,17 ,90 ,6 ,1 ,36 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,40 ,11 ,0 ,1 ,,,,,,,,
134 ,Marcin Bulka ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
135 ,Mark Bunn ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
136 ,Dan Burn ,Defender,34 ,9 ,42 ,67 ,1 ,0 ,3 ,42 ,122 ,76 ,0 ,156 ,239 ,157 ,19 ,141 ,53 ,0 ,0 ,0 ,1569 ,46 ,2 ,51 ,0 ,3 ,45 ,5 ,0 ,32 ,3 ,0 ,0 ,0 ,0 ,1 ,,,,,,,,,,,,,,,
137 ,Robbie Burton ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
138 ,Rocky Bushiri Kisonga ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
139 ,Matt Butcher ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
140 ,David Button ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
141 ,Oskar Buur ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
142 ,Jack Bycroft ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
143 ,Sam Byram ,Defender,17 ,3 ,23 ,40 ,1 ,0 ,5 ,26 ,61 ,33 ,0 ,73 ,97 ,87 ,6 ,43 ,39 ,0 ,0 ,0 ,636 ,37 ,0 ,7 ,0 ,0 ,15 ,4 ,0 ,16 ,1 ,0 ,0 ,0 ,0 ,1 ,,,,,,,,,,,,,,,
144 ,Willy Caballero ,Goalkeeper,5 ,1 ,7 ,,,,,,,,,,,,,,,0 ,0 ,0 ,147 ,29 ,,,,,31 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,10 ,0 ,1 ,1 ,0 ,2 ,17 ,28 
145 ,Gary Cahill ,Defender,25 ,7 ,35 ,15 ,1 ,0 ,8 ,18 ,111 ,56 ,0 ,98 ,115 ,77 ,4 ,87 ,52 ,0 ,0 ,1 ,1004 ,40 ,1 ,0 ,0 ,0 ,73 ,1 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
146 ,Jake Cain ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
147 ,Dominic Calvert-Lewin ,Forward,36 ,,,7 ,,,15 ,6 ,36 ,33 ,,,,,,,,,,1 ,553 ,15 ,1 ,19 ,,,,9 ,0 ,57 ,13 ,13 ,4 ,6 ,3 ,2 ,0 ,0 ,0 ,85 ,38 ,0 ,17 ,,,,,,,,
148 ,Víctor Camarasa ,Midfielder,1 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
149 ,Brennan Camp ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
150 ,Leonardo Campana ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
151 ,Chem Campbell ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
152 ,Todd Cantwell ,Midfielder,37 ,,,51 ,1 ,,13 ,18 ,28 ,6 ,,148 ,182 ,194 ,49 ,20 ,39 ,,1 ,2 ,1065 ,29 ,1 ,24 ,0 ,3 ,30 ,6 ,0 ,33 ,3 ,6 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,42 ,16 ,0 ,3 ,,,,,,,,
153 ,Etienne Capoue ,Midfielder,30 ,,,75 ,1 ,,6 ,68 ,56 ,31 ,,219 ,186 ,165 ,23 ,49 ,19 ,,0 ,3 ,1434 ,48 ,4 ,23 ,0 ,3 ,112 ,8 ,0 ,57 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,1 ,0 ,0 ,,,,,,,,
154 ,Guido Carrillo ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
155 ,Tom Carroll ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
156 ,Samir Carruthers ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
157 ,Scott Carson ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
