,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
158 ,Aaron Cresswell ,Defender,36 ,10 ,60 ,34 ,1 ,0 ,6 ,44 ,110 ,67 ,0 ,149 ,111 ,104 ,5 ,57 ,48 ,0 ,0 ,7 ,1299 ,36 ,5 ,196 ,0 ,3 ,98 ,7 ,0 ,20 ,3 ,1 ,0 ,0 ,1 ,2 ,,,,,,,,,,,,,,,
159 ,Peter Crouch ,Forward,31 ,,,2 ,,,1 ,1 ,31 ,28 ,,,,,,,,,,2 ,634 ,20 ,5 ,3 ,,,,4 ,0 ,40 ,14 ,5 ,3 ,1 ,1 ,2 ,0 ,0 ,0 ,23 ,9 ,0 ,3 ,,,,,,,,
160 ,Cuco Martina ,Defender,21 ,5 ,30 ,61 ,1 ,0 ,0 ,42 ,117 ,49 ,1 ,117 ,94 ,91 ,2 ,23 ,35 ,0 ,0 ,2 ,780 ,37 ,2 ,45 ,0 ,1 ,44 ,1 ,0 ,26 ,2 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
161 ,Cristián Cuevas ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
162 ,Josh Cullen ,Midfielder,2 ,,,0 ,0 ,,0 ,2 ,0 ,0 ,,1 ,0 ,1 ,0 ,0 ,0 ,,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
163 ,Pontus Dahlberg ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
164 ,James Daly ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
165 ,Charlie Daniels ,Defender,35 ,6 ,50 ,48 ,1 ,0 ,6 ,31 ,93 ,39 ,1 ,214 ,122 ,95 ,13 ,46 ,44 ,0 ,0 ,3 ,1568 ,45 ,4 ,106 ,0 ,2 ,59 ,0 ,0 ,7 ,0 ,1 ,0 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
166 ,Danilo ,Defender,23 ,7 ,11 ,43 ,1 ,0 ,2 ,19 ,28 ,11 ,0 ,65 ,77 ,42 ,8 ,16 ,6 ,0 ,0 ,2 ,1111 ,48 ,0 ,24 ,0 ,2 ,33 ,2 ,0 ,12 ,0 ,3 ,0 ,2 ,1 ,1 ,,,,,,,,,,,,,,,
167 ,Scott Dann ,Defender,17 ,1 ,26 ,10 ,1 ,0 ,3 ,23 ,97 ,60 ,0 ,72 ,68 ,57 ,7 ,49 ,33 ,0 ,1 ,0 ,566 ,33 ,1 ,2 ,0 ,1 ,47 ,4 ,0 ,12 ,2 ,1 ,0 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
168 ,Tendayi Darikwa ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
169 ,Karl Darlow ,Goalkeeper,10 ,2 ,15 ,,,,,,,,,,,,,,,1 ,1 ,0 ,297 ,30 ,,,,,82 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,35 ,0 ,3 ,9 ,3 ,1 ,37 ,87 
170 ,Matteo Darmian ,Defender,8 ,3 ,3 ,16 ,1 ,0 ,0 ,7 ,22 ,14 ,0 ,17 ,24 ,27 ,1 ,6 ,6 ,0 ,0 ,0 ,195 ,24 ,0 ,6 ,0 ,0 ,9 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
171 ,David Luiz ,Defender,10 ,2 ,13 ,18 ,1 ,0 ,2 ,24 ,41 ,23 ,0 ,66 ,51 ,44 ,3 ,17 ,16 ,0 ,0 ,0 ,492 ,49 ,0 ,1 ,0 ,0 ,40 ,4 ,1 ,12 ,0 ,1 ,0 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
172 ,Jason Davidson ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
173 ,Tom Davies ,Midfielder,33 ,,,30 ,1 ,,8 ,24 ,17 ,10 ,,110 ,117 ,162 ,26 ,19 ,36 ,,0 ,1 ,691 ,21 ,0 ,17 ,0 ,1 ,22 ,7 ,0 ,38 ,3 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,21 ,3 ,0 ,1 ,,,,,,,,
174 ,Steven Davis ,Midfielder,23 ,,,30 ,1 ,,4 ,15 ,23 ,12 ,,137 ,61 ,75 ,9 ,14 ,26 ,,1 ,0 ,1044 ,45 ,1 ,42 ,0 ,7 ,45 ,0 ,0 ,8 ,3 ,3 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,13 ,4 ,0 ,0 ,,,,,,,,
175 ,Craig Dawson ,Defender,28 ,7 ,39 ,38 ,1 ,0 ,5 ,52 ,132 ,81 ,0 ,133 ,183 ,132 ,8 ,117 ,68 ,0 ,0 ,0 ,906 ,32 ,1 ,42 ,0 ,0 ,61 ,6 ,0 ,35 ,4 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
176 ,Kevin De Bruyne ,Midfielder,37 ,,,62 ,1 ,,24 ,25 ,12 ,3 ,,207 ,172 ,187 ,63 ,15 ,16 ,,0 ,16 ,2693 ,73 ,19 ,248 ,0 ,41 ,130 ,2 ,0 ,30 ,2 ,8 ,0 ,3 ,5 ,4 ,0 ,0 ,1 ,94 ,39 ,0 ,3 ,,,,,,,,
177 ,David de Gea ,Goalkeeper,37 ,18 ,28 ,,,,,,,,,,,,,,,0 ,0 ,0 ,942 ,25 ,,,,,260 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,115 ,0 ,6 ,12 ,10 ,6 ,147 ,290 
178 ,Siem de Jong ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
179 ,Zachary Dearnley ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
180 ,Mathieu Debuchy ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
181 ,Troy Deeney ,Forward,29 ,,,15 ,,,9 ,5 ,20 ,14 ,,,,,,,,,,2 ,542 ,19 ,4 ,7 ,,,,1 ,1 ,24 ,16 ,5 ,0 ,5 ,0 ,0 ,0 ,3 ,0 ,36 ,15 ,0 ,5 ,,,,,,,,
182 ,Jermain Defoe ,Forward,24 ,,,12 ,,,4 ,4 ,0 ,0 ,,,,,,,,,,1 ,131 ,5 ,1 ,5 ,,,,1 ,0 ,12 ,9 ,4 ,0 ,4 ,0 ,3 ,0 ,0 ,0 ,27 ,15 ,1 ,3 ,,,,,,,,
183 ,Steven Defour ,Midfielder,24 ,,,33 ,1 ,,5 ,46 ,18 ,2 ,,156 ,58 ,70 ,13 ,5 ,13 ,,0 ,1 ,1016 ,42 ,1 ,35 ,0 ,2 ,68 ,6 ,0 ,13 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,19 ,7 ,0 ,0 ,,,,,,,,
184 ,Damien Delaney ,Defender,2 ,0 ,5 ,2 ,1 ,0 ,0 ,3 ,7 ,5 ,0 ,6 ,3 ,4 ,1 ,0 ,4 ,0 ,0 ,0 ,38 ,19 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
185 ,Fabian Delph ,Midfielder,22 ,,,46 ,1 ,,4 ,30 ,35 ,11 ,,149 ,114 ,77 ,30 ,21 ,31 ,,1 ,2 ,1614 ,73 ,1 ,13 ,0 ,0 ,52 ,2 ,0 ,15 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,3 ,0 ,0 ,,,,,,,,
186 ,Mousa Dembélé ,Midfielder,28 ,,,36 ,1 ,,4 ,33 ,12 ,7 ,,181 ,141 ,136 ,68 ,9 ,16 ,,0 ,0 ,1422 ,51 ,0 ,1 ,1 ,1 ,37 ,6 ,0 ,48 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,3 ,0 ,0 ,,,,,,,,
187 ,Jason Denayer ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
188 ,Alex Denny ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
189 ,Laurent Depoitre ,Forward,33 ,,,14 ,,,6 ,11 ,35 ,24 ,,,,,,,,,,1 ,482 ,15 ,1 ,3 ,,,,1 ,0 ,28 ,6 ,6 ,2 ,3 ,1 ,1 ,0 ,0 ,0 ,25 ,12 ,0 ,3 ,,,,,,,,
190 ,Gerard Deulofeu ,Forward,7 ,,,5 ,,,1 ,4 ,2 ,1 ,,,,,,,,,,0 ,142 ,20 ,0 ,15 ,,,,0 ,0 ,3 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,8 ,4 ,1 ,0 ,,,,,,,,
191 ,Fousseni Diabaté ,Forward,14 ,,,9 ,1 ,,0 ,8 ,7 ,5 ,,33 ,53 ,50 ,16 ,14 ,11 ,,0 ,1 ,227 ,16 ,0 ,10 ,0 ,1 ,4 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,2 ,0 ,1 ,,,,,,,,
192 ,Mohamed Diamé ,Midfielder,31 ,,,89 ,1 ,,6 ,48 ,28 ,22 ,,142 ,187 ,203 ,25 ,62 ,57 ,,0 ,0 ,816 ,26 ,1 ,6 ,0 ,2 ,47 ,3 ,0 ,44 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,20 ,6 ,0 ,0 ,,,,,,,,
193 ,Grady Diangana ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
194 ,Brahim Díaz ,Forward,5 ,,,1 ,,,1 ,1 ,0 ,0 ,,,,,,,,,,0 ,28 ,6 ,0 ,1 ,,,,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,1 ,,,,,,,,
195 ,Diego Cavalieri ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
196 ,Diego Costa ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
197 ,Eric Dier ,Midfielder,34 ,,,61 ,1 ,,9 ,48 ,82 ,46 ,,170 ,163 ,127 ,13 ,83 ,62 ,,2 ,2 ,2248 ,66 ,3 ,26 ,0 ,2 ,164 ,4 ,0 ,23 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,32 ,7 ,0 ,1 ,,,,,,,,
198 ,Mame Biram Diouf ,Forward,35 ,,,48 ,,,12 ,14 ,70 ,43 ,,,,,,,,,,2 ,558 ,16 ,3 ,34 ,,,,6 ,0 ,38 ,23 ,6 ,1 ,2 ,3 ,0 ,0 ,0 ,0 ,59 ,20 ,0 ,7 ,,,,,,,,
199 ,Brice Dja Djédjé ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
200 ,Domingos Quina ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
201 ,Abdoulaye Doucouré ,Midfielder,37 ,,,79 ,1 ,,10 ,54 ,55 ,26 ,,345 ,188 ,203 ,41 ,43 ,52 ,,0 ,3 ,2244 ,61 ,1 ,26 ,0 ,2 ,84 ,10 ,0 ,44 ,2 ,7 ,0 ,5 ,1 ,1 ,0 ,0 ,0 ,47 ,17 ,0 ,1 ,,,,,,,,
202 ,Vlad Dragomir ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
203 ,Aleksandar Dragovic ,Defender,11 ,3 ,14 ,13 ,1 ,0 ,1 ,16 ,42 ,25 ,2 ,50 ,30 ,24 ,1 ,13 ,9 ,0 ,0 ,0 ,337 ,31 ,0 ,1 ,0 ,0 ,32 ,2 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
204 ,Daniel Drinkwater ,Midfielder,12 ,,,15 ,1 ,,2 ,8 ,7 ,5 ,,37 ,22 ,30 ,3 ,0 ,3 ,,0 ,0 ,385 ,32 ,0 ,2 ,0 ,3 ,16 ,0 ,0 ,10 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,2 ,0 ,2 ,,,,,,,,
205 ,Martin Dubravka ,Goalkeeper,12 ,4 ,11 ,,,,,,,,,,,,,,,0 ,1 ,0 ,316 ,26 ,,,,,72 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,26 ,1 ,6 ,12 ,1 ,7 ,32 ,93 
206 ,Shane Duffy ,Defender,37 ,9 ,52 ,31 ,1 ,0 ,5 ,50 ,327 ,237 ,4 ,162 ,254 ,137 ,6 ,198 ,95 ,0 ,1 ,1 ,1358 ,37 ,2 ,3 ,1 ,0 ,135 ,8 ,0 ,33 ,7 ,0 ,0 ,0 ,0 ,1 ,,,,,,,,,,,,,,,
207 ,Demeaco Duhaney ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
208 ,Stephen Duke-McKenna ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
209 ,Paul Dummett ,Defender,20 ,5 ,18 ,28 ,1 ,0 ,1 ,23 ,92 ,56 ,0 ,73 ,93 ,57 ,0 ,55 ,35 ,0 ,1 ,0 ,599 ,30 ,0 ,22 ,0 ,1 ,39 ,1 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
210 ,Lewis Dunk ,Defender,38 ,10 ,54 ,67 ,0 ,1 ,9 ,71 ,223 ,128 ,2 ,252 ,214 ,142 ,10 ,122 ,73 ,4 ,0 ,1 ,1496 ,39 ,1 ,7 ,0 ,3 ,164 ,7 ,0 ,36 ,0 ,1 ,0 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
211 ,Nathan Dyer ,Midfielder,24 ,,,22 ,1 ,,4 ,11 ,2 ,1 ,,82 ,70 ,115 ,23 ,5 ,29 ,,0 ,0 ,512 ,21 ,1 ,33 ,0 ,2 ,5 ,2 ,0 ,17 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,10 ,2 ,0 ,1 ,,,,,,,,
212 ,Ederson ,Goalkeeper,36 ,16 ,26 ,,,,,,,,,,,,,,,0 ,2 ,0 ,928 ,26 ,,,,,147 ,1 ,0 ,0 ,,0 ,,,,,,,,,,,,58 ,2 ,14 ,15 ,5 ,40 ,167 ,160 
213 ,Eduardo ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
214 ,Thomas Edwards ,Defender,6 ,0 ,15 ,15 ,1 ,0 ,1 ,5 ,19 ,10 ,0 ,29 ,28 ,9 ,3 ,8 ,6 ,0 ,0 ,0 ,162 ,27 ,1 ,15 ,0 ,0 ,9 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
215 ,Ovie Ejaria ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
216 ,Callum Elder ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
217 ,Andrew Eleftheriou ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
218 ,Robert Elliot ,Goalkeeper,16 ,3 ,21 ,,,,,,,,,,,,,,,0 ,0 ,0 ,491 ,31 ,,,,,167 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,44 ,1 ,9 ,13 ,4 ,10 ,46 ,159 
219 ,Emerson ,Defender,5 ,1 ,4 ,6 ,1 ,0 ,0 ,2 ,9 ,5 ,0 ,17 ,19 ,9 ,5 ,3 ,1 ,0 ,0 ,1 ,131 ,26 ,0 ,15 ,0 ,0 ,4 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
220 ,Christian Eriksen ,Midfielder,37 ,,,51 ,1 ,,37 ,31 ,17 ,3 ,,227 ,118 ,177 ,29 ,18 ,27 ,,0 ,10 ,2258 ,61 ,15 ,222 ,0 ,24 ,134 ,0 ,0 ,14 ,1 ,10 ,0 ,4 ,6 ,1 ,0 ,0 ,0 ,97 ,39 ,0 ,2 ,,,,,,,,
221 ,Jonny Evans ,Defender,28 ,4 ,38 ,29 ,1 ,0 ,3 ,48 ,126 ,67 ,1 ,142 ,120 ,84 ,10 ,54 ,34 ,1 ,0 ,2 ,961 ,34 ,1 ,4 ,1 ,0 ,80 ,7 ,0 ,26 ,0 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
222 ,Patrice Evra ,Defender,5 ,0 ,10 ,6 ,1 ,0 ,0 ,7 ,6 ,4 ,0 ,18 ,18 ,14 ,3 ,7 ,7 ,0 ,0 ,0 ,97 ,19 ,0 ,2 ,0 ,1 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
223 ,Lukasz Fabianski ,Goalkeeper,38 ,9 ,56 ,,,,,,,,,,,,,,,0 ,0 ,0 ,1113 ,29 ,,,,,340 ,0 ,0 ,1 ,,0 ,,,,,,,,,,,,137 ,3 ,15 ,39 ,23 ,10 ,159 ,358 
224 ,Cesc Fàbregas ,Midfielder,32 ,,,68 ,1 ,,15 ,22 ,23 ,10 ,,171 ,118 ,126 ,18 ,10 ,23 ,,0 ,4 ,2189 ,68 ,8 ,140 ,0 ,22 ,127 ,4 ,1 ,25 ,5 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,38 ,10 ,0 ,2 ,,,,,,,,
225 ,Adam Federici ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
226 ,Morgan Feeney ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
227 ,Sofiane Feghouli ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
228 ,Marouane Fellaini ,Midfielder,16 ,,,15 ,1 ,,1 ,14 ,18 ,13 ,,46 ,69 ,62 ,5 ,38 ,26 ,,0 ,0 ,393 ,25 ,0 ,3 ,0 ,0 ,11 ,1 ,0 ,13 ,3 ,4 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,10 ,7 ,1 ,1 ,,,,,,,,
229 ,Leroy Fer ,Midfielder,20 ,,,44 ,1 ,,2 ,12 ,23 ,16 ,,76 ,137 ,92 ,26 ,42 ,22 ,,2 ,1 ,632 ,32 ,1 ,8 ,0 ,3 ,43 ,5 ,0 ,28 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,12 ,3 ,0 ,1 ,,,,,,,,
230 ,Nathan Ferguson ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
231 ,Edimilson Fernandes ,Midfielder,14 ,,,17 ,1 ,,4 ,16 ,4 ,1 ,,49 ,48 ,42 ,10 ,10 ,16 ,,0 ,1 ,268 ,19 ,0 ,7 ,0 ,0 ,18 ,1 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,0 ,0 ,,,,,,,,
232 ,Federico Fernández ,Defender,30 ,7 ,44 ,40 ,1 ,0 ,2 ,38 ,198 ,123 ,0 ,129 ,134 ,105 ,1 ,72 ,63 ,1 ,0 ,1 ,1210 ,40 ,1 ,4 ,0 ,0 ,93 ,5 ,0 ,29 ,2 ,1 ,1 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
233 ,Fernandinho ,Midfielder,34 ,,,62 ,1 ,,11 ,47 ,65 ,47 ,,207 ,204 ,175 ,22 ,94 ,76 ,,0 ,3 ,2975 ,88 ,7 ,9 ,0 ,18 ,105 ,7 ,0 ,41 ,0 ,5 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,47 ,19 ,0 ,1 ,,,,,,,,
234 ,Fernando ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
235 ,Sam Field ,Midfielder,10 ,,,14 ,1 ,,4 ,11 ,7 ,6 ,,28 ,32 ,38 ,3 ,8 ,9 ,,0 ,0 ,166 ,17 ,0 ,8 ,0 ,0 ,13 ,3 ,0 ,11 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,,,,,,,,
236 ,Stuart Findlay ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
